Time				XOM	CVX	DWDP
2018-02-27 16:14:49.409431	77.5	113.61	72.36
2018-02-27 16:14:50.488539	77.5	113.61	72.36
2018-02-27 16:14:51.561646	77.5	113.61	72.36
2018-02-27 16:14:52.639754	77.5	113.61	72.36
2018-02-27 16:14:53.724862	77.5	113.61	72.36
2018-02-27 16:14:54.797969	77.5	113.61	72.36
2018-02-27 16:14:55.880078	77.5	113.61	72.36
2018-02-27 16:14:56.958185	77.5	113.61	72.36
2018-02-27 16:14:58.045294	77.5	113.61	72.36
2018-02-27 16:14:59.121402	77.5	113.61	72.36
2018-02-27 16:15:00.207510	77.5	113.61	72.36
2018-02-27 16:15:01.287618	77.5	113.61	72.36
2018-02-27 16:15:02.390729	77.5	113.61	72.36
2018-02-27 16:15:03.521842	77.5	113.61	72.36
2018-02-27 16:15:04.595949	77.5	113.61	72.36
2018-02-27 16:15:05.680058	77.5	113.61	72.36
2018-02-27 16:15:06.803170	77.5	113.61	72.36
2018-02-27 16:15:07.943284	77.5	113.61	72.36
2018-02-27 16:15:09.042394	77.5	113.61	72.36
2018-02-27 16:15:10.136503	77.5	113.61	72.36
2018-02-27 16:15:11.211611	77.5	113.61	72.36
2018-02-27 16:16:38.792368	77.5	113.61	72.36
2018-02-27 16:16:39.873476	77.5	113.61	72.36
2018-02-27 16:16:40.952584	77.5	113.61	72.36
2018-02-27 16:16:42.042693	77.5	113.61	72.36
2018-02-27 16:16:43.125801	77.5	113.61	72.36
2018-02-27 16:16:44.206909	77.5	113.61	72.36
2018-02-27 16:16:45.288017	77.5	113.61	72.36
2018-02-27 16:16:46.363125	77.5	113.61	72.36
2018-02-27 16:16:47.457234	77.5	113.61	72.36
2018-02-27 16:16:48.550344	77.5	113.61	72.36
2018-02-27 16:16:49.634452	77.5	113.61	72.36
2018-02-27 16:16:50.712560	77.5	113.61	72.36
2018-02-27 16:16:51.789667	77.5	113.61	72.36
2018-02-27 16:16:52.871776	77.5	113.61	72.36
2018-02-27 16:16:53.958884	77.5	113.61	72.36
2018-02-27 16:16:55.035992	77.5	113.61	72.36
2018-02-27 16:16:56.115100	77.5	113.61	72.36
2018-02-27 16:16:57.190207	77.5	113.61	72.36
2018-02-27 16:16:58.285317	77.5	113.61	72.36
2018-02-27 16:16:59.479436	77.5	113.61	72.36
2018-02-27 16:17:00.559544	77.5	113.61	72.36
2018-02-27 16:17:01.635652	77.5	113.61	72.36
2018-02-27 16:17:02.713760	77.5	113.61	72.36
2018-02-27 16:17:03.802869	77.5	113.61	72.36
2018-02-27 16:17:04.875976	77.5	113.61	72.36
2018-02-27 16:17:05.950083	77.5	113.61	72.36
2018-02-27 16:17:07.033192	77.5	113.61	72.36
2018-02-27 16:17:08.192308	77.5	113.61	72.36
2018-02-27 16:17:09.286417	77.5	113.61	72.36
2018-02-27 16:17:10.378526	77.5	113.61	72.36
2018-02-27 16:17:55.932081	77.5	113.61	72.36
2018-02-27 16:17:56.006088	77.5	113.61	72.36
2018-02-27 16:17:56.081096	77.5	113.61	72.36
2018-02-27 16:17:56.157104	77.5	113.61	72.36
2018-02-27 16:17:56.233111	77.5	113.61	72.36
2018-02-27 16:17:56.308119	77.5	113.61	72.36
2018-02-27 16:17:56.388127	77.5	113.61	72.36
2018-02-27 16:17:56.465134	77.5	113.61	72.36
2018-02-27 16:17:56.538142	77.5	113.61	72.36
2018-02-27 16:17:56.615149	77.5	113.61	72.36
2018-02-27 16:17:56.686156	77.5	113.61	72.36
2018-02-27 16:17:56.776165	77.5	113.61	72.36
2018-02-27 16:17:56.854173	77.5	113.61	72.36
2018-02-27 16:17:56.931181	77.5	113.61	72.36
2018-02-27 16:17:57.093197	77.5	113.61	72.36
2018-02-27 16:17:57.179206	77.5	113.61	72.36
2018-02-27 16:17:57.263214	77.5	113.61	72.36
2018-02-27 16:17:57.339222	77.5	113.61	72.36
2018-02-27 16:17:57.415229	77.5	113.61	72.36
2018-02-27 16:17:57.505238	77.5	113.61	72.36
2018-02-27 16:17:57.578246	77.5	113.61	72.36
2018-02-27 16:17:57.682256	77.5	113.61	72.36
2018-02-27 16:17:57.757264	77.5	113.61	72.36
2018-02-27 16:17:57.841272	77.5	113.61	72.36
2018-02-27 16:17:57.921280	77.5	113.61	72.36
2018-02-27 16:17:58.001288	77.5	113.61	72.36
2018-02-27 16:17:58.074295	77.5	113.61	72.36
2018-02-27 16:17:58.152303	77.5	113.61	72.36
2018-02-27 16:17:58.231311	77.5	113.61	72.36
2018-02-27 16:17:58.310319	77.5	113.61	72.36
2018-02-27 16:21:17.701256	77.5	113.61	72.36
2018-02-27 16:21:18.776363	77.5	113.61	72.36
2018-02-27 16:21:19.857472	77.5	113.61	72.36
2018-02-27 16:21:20.937580	77.5	113.61	72.36
2018-02-27 16:21:22.010687	77.5	113.61	72.36
2018-02-27 16:21:23.094795	77.5	113.61	72.36
2018-02-27 16:21:24.191905	77.5	113.61	72.36
2018-02-27 16:21:25.284014	77.5	113.61	72.36
2018-02-27 16:21:26.362122	77.5	113.61	72.36
2018-02-27 16:21:27.435229	77.5	113.61	72.36
2018-02-27 16:21:28.508337	77.5	113.61	72.36
